id,proponente_id,projeto,setor,macrosetor,impacto-esperado,status,alcance geográfico,público-alvo
1157,1157,Iniciativa de Redução do Uso de Agua em Lavanderias Comunitárias,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Local,Funcionários
1158,1158,Mosaico de Talentos,Educação,Educação,"Social, Econômico",Em planejamento,Local,Funcionários
1159,1159,Avenida das Alianças,Econômico,Economia e Finanças,"Econômico, Social",Em andamento,Local,Consumidores e Empresas
1160,1160,GreenWheels,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Nacional,População
1161,1161,Programa de Mentoria para Mulheres Empreendedoras,Educação,Educação,"Social, Econômico",Em andamento,Local,"Consumidores, Empresas e Governo"
1162,1162,JustiçaJovem,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
1163,1163,GreenComm: Comunicação Verde,Tecnologia Ambiental,Tecnologia e Meio Ambiente,"Ambiental, Econômico",Em planejamento,Nacional,População
1164,1164,FuturoAlimentar,Alimentação,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Nacional,Consumidores e Empresas
1165,1165,Quixote Qualitativo,Educação,Educação,"Social, Científico",Em andamento,Nacional,Funcionários e Empresas
1166,1166,Atlas de Aspirações,Educação,Educação,"Social, Científico",Em andamento,Local,Consumidores
1167,1167,FutureCommute,TI,Tecnologia e Informação,Econômico,Em planejamento,Local,Empresas
1168,1168,Educação e Empoderamento,Educação,Educação,"Social, Cultural",Em andamento,Local,População
1169,1169,Programa de Capacitação em Primeiros Socorros em Comunidades Vulneráveis,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,Consumidores e Empresas
1170,1170,Programa de Compensación y Beneficios,Social,Serviços Sociais,Econômico,Em planejamento,Local,Empresas
1171,1171,ZenZircão,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Funcionários
1172,1172,DataSense,Análise de Dados,Tecnologia e Dados,"Econômico, Científico",Em planejamento,Local,Empresas
1173,1173,ClimaCaleidoscópio,Climatologia,Meio Ambiente,"Ambiental, Científico",Em andamento,Local,Empresas
1174,1174,ConstróiSustentabilidade,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Local,Consumidores
1175,1175,Transcendental Transit,TI,Tecnologia e Informação,Econômico,Em planejamento,Local,População
1176,1176,FutureTransit Solutions,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários e Empresas
1177,1177,Beyond Borders: Bridging Cultures through Education,Educação Internacional,Educação,Social,Em andamento,Local,Consumidores e Empresas
1178,1178,Desenvolvimento de Tecnologia para Energia Limpa em Áreas Rurais,"Tecnologia, Energia",Tecnologia e Inovação,"Ambiental, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
1179,1179,Yield More,Agricultura,Agricultura e Alimentação,"Econômico, Ambiental",Em andamento,Local,Empresas
1180,1180,Iniciativa de Nanotecnologia Avançada,Científico,Ciência e Pesquisa,Científico,Em andamento,Nacional,Consumidores
1181,1181,Incentivo à Agricultura Urbana em Comunidades Carentes,Agricultura,Agricultura e Alimentação,"Social, Ambiental",Em planejamento,Nacional,Consumidores
1182,1182,Programa Inclusão na Lojas Americanas,Social,Serviços Sociais,Social,Em planejamento,Local,Consumidores
1183,1183,Raízes do Saber,Educação,Educação,"Social, Científico",Em planejamento,Local,Consumidores
1184,1184,EducaEco,Educação,Educação,"Social, Ambiental",Em andamento,Local,"Consumidores, Empresas e Governo"
1185,1185,TechTransit Innovations,Inovações em Tecnologia de Transporte,Transporte e Tecnologia,"Econômico, Ambiental",Em planejamento,Nacional,População
1186,1186,Ganha e Dá,Empreendedorismo,Empreendedorismo e Inovação,"Econômico, Social",Em andamento,Local,Funcionários
1187,1187,Campanha de Sensibilização para a Redução do Uso de Agrotóxicos,"Saúde, Agricultura",Saúde e Bem-estar,"Ambiental, Social",Em planejamento,Local,Empresas
1188,1188,ConsciênciaClimática,Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,Funcionários
1189,1189,PulsoPúblico,Social,Serviços Sociais,Social,Em andamento,Local,População
1190,1190,DesafioSaúde,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores e Empresas
1191,1191,SkyStream,TI,Tecnologia e Informação,Econômico,Em andamento,Local,População
1192,1192,Projeto de Reflorestamento em Áreas Degradadas,Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Empresas
1193,1193,IA em Diagnóstico de Transtornos Neuropsiquiátricos,Científico,Ciência e Pesquisa,Social,Em andamento,Local,Funcionários e Empresas
1194,1194,Bravura de Brunelleschi,Arquitetura,Arte e Cultura,"Cultural, Econômico",Em andamento,Local,Consumidores
1195,1195,ProsperaPaz,Paz e Segurança,Direito e Governança,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
1196,1196,Propel,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Organizacional",Em planejamento,Nacional,Empresas
1197,1197,Quem Se Importa?,Desenvolvimento Social,Desenvolvimento Comunitário,Social,Em planejamento,Local,Consumidores
1198,1198,Way Carbon,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,"Ambiental, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1199,1199,Educação Ambiental,Educação Ambiental,Educação e Meio Ambiente,"Ambiental, Social",Em planejamento,Nacional,Consumidores e Empresas
1200,1200,Desenvolvimento de Tecnologia para Reciclagem de Resíduos Têxteis,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em planejamento,Local,Empresas
1201,1201,PulsarPérola,Astrofísica,Ciência e Pesquisa,Científico,Em andamento,Local,Consumidores
1202,1202,Ignite,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Local,Empresas
1203,1203,Campanha de Sensibilização para o Descarte Adequado de Resíduos Químicos,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Local,Funcionários
1204,1204,Dolce Durable (Doce Duradouro),Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Local,Funcionários
1205,1205,EducaEmpreendedorismo,Empreendedorismo,Empreendedorismo e Inovação,"Econômico, Social",Em andamento,Nacional,Consumidores e Empresas
1206,1206,Urano Urbano,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Local,Funcionários
1207,1207,Revolução Renovável: Implementação de Fazendas Solares Comunitárias,Energia,Energia e Recursos,"Ambiental, Econômico",Em planejamento,Local,Consumidores
1208,1208,JANELA (Justiça Ambiental e Núcleos de Educação para a Liberdade de Ação),Ambiental,Meio Ambiente,"Ambiental, Social",Em planejamento,Local,Funcionários
1209,1209,QuantumQuest,Científico,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários
1210,1210,Zelo Zonal,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Econômico",Em andamento,Local,População
1211,1211,Projeto de Robótica Biomimética,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Nacional,Empresas
1212,1212,Resgate Resiliente,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,"Consumidores, Empresas e Governo"
1213,1213,Teia de Talentos,Desenvolvimento de Carreira,Educação,Econômico,Em andamento,Local,População
1214,1214,UrbanTech Transit,"Transporte, Tecnologia",Transporte e Logística,"Ambiental, Econômico",Em andamento,Nacional,Funcionários
1215,1215,Iniciativa de Valorização da Cultura Indígena em Escolas Urbanas,Educação Cultural,Educação,Social,Em andamento,Nacional,Funcionários
1216,1216,Incentivo à Mobilidade Urbana Sustentável,Transporte,Transporte e Logística,Ambiental,Em planejamento,Local,"Consumidores, Empresas e Governo"
1217,1217,DesenvolveDurável,Sustentabilidade,Sustentabilidade,"Econômico, Ambiental",Em planejamento,Local,"Consumidores, Empresas e Governo"
1218,1218,SopaTech: Acesso Tecnológico para Instituições Sem Fins Lucrativos,Tecnologia,Tecnologia e Inovação,Social,Em andamento,Local,Consumidores e Empresas
1219,1219,MediTech Solutions,"Tecnologia, Saúde",Tecnologia e Inovação,"Científico, Econômico",Em andamento,Nacional,Funcionários
1220,1220,Projeto de Sistemas de Energia Renovável,Energia Renovável,Energia e Recursos,"Ambiental, Econômico",Em andamento,Nacional,Funcionários
1221,1221,DataNexus,Gestão e Análise de Dados,Tecnologia e Dados,"Econômico, Científico",Em planejamento,Local,Consumidores
1222,1222,Espelho Social,Sociologia,Educação,Social,Em planejamento,Local,Funcionários
1223,1223,O Que Você Precisa Saber?,Educação,Educação,Social,Em andamento,Local,Funcionários e Empresas
1224,1224,Como É Feito Isso?,Educação Tecnológica,Tecnologia e Educação,Científico,Em andamento,Nacional,Consumidores
1225,1225,Pura Vida (Vida Pura),Saúde,Saúde e Bem-estar,"Social, Ambiental",Em planejamento,Local,Consumidores
1226,1226,DE&I com foco em raça e etnia,Social,Serviços Sociais,Social,Em planejamento,Nacional,Empresas
1227,1227,TechTransit Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em planejamento,Nacional,Funcionários
1228,1228,Alquimia das Artes,Cultural,Arte e Cultura,Cultural,Em andamento,Local,População
1229,1229,Xarope para o Progresso,Saúde,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Empresas
1230,1230,Projeto de Reaproveitamento de Resíduos de Alimentos em Restaurantes,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Nacional,Funcionários
1231,1231,Joya Juvenil (Joia Juvenil),Educação,Educação,"Social, Cultural",Em andamento,Local,Funcionários
1232,1232,Desenvolvimento de Nanossensores para Monitoramento Ambiental,Científico,Ciência e Pesquisa,Ambiental,Em andamento,Nacional,Consumidores
1233,1233,Projeto de Inteligência Artificial Explicável,Inteligência Artificial,Tecnologia e Dados,Científico,Em planejamento,Local,População
1234,1234,Nourish,Saúde,Saúde e Bem-estar,"Social, Ambiental",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1235,1235,Desenvolvimento de Tecnologia para Monitoramento de Poluição Hídrica,"Tecnologia, Meio Ambiente",Tecnologia e Inovação,Ambiental,Em andamento,Nacional,População
1236,1236,TechBoost,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,População
1237,1237,EcoJet,Aviação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,População
1238,1238,GOTA (Gestão Organizada de Tecnologias Aquáticas),Ambiental,Meio Ambiente,"Ambiental, Econômico",Em andamento,Local,Consumidores
1239,1239,Trilha da Transformação,Sustentabilidade,Sustentabilidade,"Social, Ambiental, Econômico",Em planejamento,Local,Funcionários e Empresas
1240,1240,Estudos de Bioengenharia de Tecidos,Bioengenharia,Engenharia,Científico,Em planejamento,Local,Funcionários
1241,1241,Flexibilidade e Foco,Negócios,Desenvolvimento Econômico e Empresarial,Econômico,Em andamento,Local,Consumidores
1242,1242,Estudos de Genética de Populações Humanas,Genética,Ciência e Pesquisa,Científico,Em andamento,Local,"Consumidores, Empresas e Governo"
1243,1243,EmpreendeSustentável,Empreendedorismo Sustentável,Sustentabilidade,"Ambiental, Econômico",Em andamento,Local,Consumidores e Empresas
1244,1244,VIDA (Valorização e Inovação para o Desenvolvimento Ambiental),Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,Funcionários
1245,1245,Desafío+Inclusión,Social,Serviços Sociais,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
1246,1246,Inspire,Educação,Educação,Social,Em andamento,Nacional,Consumidores e Empresas
1247,1247,Blossom,Desenvolvimento Comunitário,Desenvolvimento Comunitário,"Social, Econômico",Em planejamento,Nacional,Funcionários
1248,1248,Química Quântica Teórica,Científico,Ciência e Pesquisa,Científico,Em andamento,Nacional,Funcionários
1249,1249,Estudos de Biodiversidade com Sequenciamento de DNA,Biodiversidade,Meio Ambiente,"Científico, Ambiental",Em planejamento,Nacional,Empresas
1250,1250,IA em Neurociência Cognitiva,Científico,Ciência e Pesquisa,Científico,Em planejamento,Nacional,Funcionários e Empresas
1251,1251,EmpowerTech: Programa de Capacitação Digital para Mulheres,Educação,Educação,Econômico,Em planejamento,Local,"Consumidores, Empresas e Governo"
1252,1252,Bioinformática Estrutural,Bioinformática,Ciência e Pesquisa,Científico,Em planejamento,Local,Consumidores
1253,1253,Estudos de Satisfação do Funcionário,Educação,Educação,Econômico,Em andamento,Local,Consumidores
1254,1254,AçãoCidadã,Ativismo Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários e Empresas
1255,1255,Bon Vivant (Boa Vida),Cultura,Arte e Cultura,"Cultural, Social",Em andamento,Local,Consumidores e Empresas
1256,1256,BrilhaBem,Energia,Energia e Recursos,"Ambiental, Econômico",Em planejamento,Local,Funcionários
1257,1257,Programa Inclusão na Iguatemi,Social,Serviços Sociais,Social,Em planejamento,Local,População
1258,1258,Quest for Quality,Negócios,Desenvolvimento Econômico e Empresarial,"Econômico, Organizacional",Em andamento,Local,Funcionários e Empresas
1259,1259,Iniciativa de Desarrollo de Habilidades,Educação,Educação,Econômico,Em andamento,Local,Consumidores
1260,1260,Programa de Física Quântica Experimental,Física Quântica,Ciência e Pesquisa,Científico,Em andamento,Nacional,Empresas
1261,1261,Pulsar do Progresso,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Empresas
1262,1262,Innovate for Impact: Technology Solutions for Social Challenges,"Tecnologia, Social",Tecnologia e Inovação,"Social, Científico",Em andamento,Nacional,Funcionários
1263,1263,TechConnect: Inclusão Digital para Comunidades Carentes,Tecnologia,Tecnologia e Inovação,Social,Em andamento,Local,Consumidores e Empresas
1264,1264,RenovaRespeito,Educação,Educação,Social,Em andamento,Nacional,Funcionários
1265,1265,Rio de Renovação,Ambiental,Meio Ambiente,Ambiental,Em andamento,Local,Funcionários
1266,1266,Artistas da Mudança: Treinamento Profissional para Comunidades Desfavorecidas,Desenvolvimento Profissional,Educação,Social,Em andamento,Local,Funcionários
1267,1267,JuventudeJade,Educação,Educação,Social,Em planejamento,Local,Funcionários
1268,1268,Iniciativa de Desenvolvimento de Equipes,Educação,Educação,Econômico,Em planejamento,Local,Consumidores
1269,1269,REDE (Resiliência e Desenvolvimento Econômico),Econômico,Economia e Finanças,"Econômico, Social",Em planejamento,Local,Empresas
1270,1270,Iniciativa de Bioinformática Estrutural,Bioinformática,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
1271,1271,JourneyGenius,Tecnologia em Viagens,Turismo e Tecnologia,Econômico,Em andamento,Nacional,Consumidores e Empresas
1272,1272,Como Viver Sustentavelmente?,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em andamento,Local,Empresas
1273,1273,Programa Inovação na Prática,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,Consumidores
1274,1274,Programa de Capacitação em Empreendedorismo para Jovens,Educação,Educação,"Social, Econômico",Em andamento,Nacional,Funcionários e Empresas
1275,1275,Zênite de Zeus,Científico,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
1276,1276,Hope Horizon,Social,Serviços Sociais,"Social, Ambiental",Em planejamento,Local,Funcionários e Empresas
1277,1277,Desenvolvimento de Tecnologia para Reciclagem de Vidro,"Tecnologia, Sustentabilidade",Tecnologia e Inovação,Ambiental,Em andamento,Nacional,Empresas
1278,1278,Programa de Acolhimento de Novos Funcionários,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Local,População
1279,1279,EcoDriveX,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Consumidores
1280,1280,HabitatsHumanos,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em andamento,Nacional,População
1281,1281,Overcome,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Consumidores
1282,1282,EcoFriendly Foods,Alimentação Sustentável,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,Funcionários e Empresas
1283,1283,ConstruyeFelicidad,Social,Serviços Sociais,Social,Em andamento,Nacional,Consumidores e Empresas
1284,1284,Clarão do Conhecimento,Educação,Educação,"Social, Científico",Em planejamento,Local,Empresas
1285,1285,AI Analytics,Análise de Dados com IA,Tecnologia e Dados,"Econômico, Científico",Em andamento,Local,Consumidores e Empresas
1286,1286,Iniciativa de Valorização da Cultura Afro-Brasileira em Escolas,Educação Cultural,Educação,Social,Em planejamento,Local,Consumidores
1287,1287,Projeto Diversidade na Gerdau,Social,Serviços Sociais,Social,Em planejamento,Local,Funcionários
1288,1288,EcoMobilidade,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários
1289,1289,CRISPR em Terapia de Doenças Autoimunes,Genética,Ciência e Pesquisa,Científico,Em andamento,Nacional,"Consumidores, Empresas e Governo"
1290,1290,Proj. HOPE: Esperança para Comunidades Carentes,Desenvolvimento Social,Desenvolvimento Comunitário,Social,Em andamento,Local,Funcionários
1291,1291,Épico de Ética,Educação,Educação,"Social, Ético",Em andamento,Local,Empresas
1292,1292,CiênciaCitrino,Educação Científica,Educação,Científico,Em andamento,Local,Consumidores
1293,1293,Iniciativa de Redução de Desperdício Alimentar em Restaurantes,Sustentabilidade,Sustentabilidade,"Ambiental, Social",Em planejamento,Local,Empresas
1294,1294,VozVerde,Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Local,"Consumidores, Empresas e Governo"
1295,1295,Ações de Promoção da Saúde Mental em Casas de Repouso,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Consumidores
1296,1296,Quem Desenvolve a Comunidade?,Desenvolvimento Comunitário,Desenvolvimento Comunitário,Social,Em planejamento,Local,Funcionários
1297,1297,Onde Encontrar Respostas?,Educação,Educação,Social,Em andamento,Local,População
1298,1298,FutureRail,Transporte Ferroviário,Transporte e Logística,"Econômico, Ambiental",Em planejamento,Local,"Consumidores, Empresas e Governo"
1299,1299,Projeto Neurociência Aplicada,Científico,Ciência e Pesquisa,Social,Em planejamento,Nacional,Funcionários e Empresas
1300,1300,Projeto de Geologia Planetária,Geologia Planetária,Ciência e Pesquisa,Científico,Em planejamento,Local,Funcionários
1301,1301,Atalho para o Amanhã,TI,Tecnologia e Informação,"Econômico, Científico",Em planejamento,Nacional,Consumidores
1302,1302,CiberCultura,TI,Tecnologia e Informação,"Cultural, Econômico",Em andamento,Local,Funcionários e Empresas
1303,1303,LíderesHumanos+,Social,Serviços Sociais,Social,Em planejamento,Nacional,População
1304,1304,Carrossel Comunitário,Desenvolvimento Comunitário,Desenvolvimento Comunitário,Social,Em andamento,Nacional,Funcionários
1305,1305,Programa de Diversidad e Inclusión,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários
1306,1306,SmartTransit Innovate,Inovação em Transporte Inteligente,Transporte e Tecnologia,"Econômico, Ambiental",Em planejamento,Local,Funcionários e Empresas
1307,1307,DesenvolveNegócios,Empreendedorismo,Empreendedorismo e Inovação,"Econômico, Social",Em andamento,Local,População
1308,1308,CRISPR e Edição de Plantas Agrícolas,Biotecnologia,Engenharia,"Científico, Econômico",Em andamento,Local,População
1309,1309,Projeto de Melhoria do Clima Organizacional,Recursos Humanos,Gestão e Recursos Humanos,Social,Em andamento,Local,"Consumidores, Empresas e Governo"
1310,1310,Onda Otimista,Psicologia,Saúde e Bem-estar,Social,Em andamento,Local,População
1311,1311,Estudos de Genômica de Precisão,Genética,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários
1312,1312,Redução de fatalidades e acidentes graves,"Saúde, Segurança do Trabalho",Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,População
1313,1313,Projeto de Diversidade na Netflix,Social,Serviços Sociais,Social,Em andamento,Nacional,Consumidores e Empresas
1314,1314,Projeto Igualdade na GPA,Social,Serviços Sociais,Social,Em andamento,Nacional,Empresas
1315,1315,Projeto Igualdade na Itaú,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
1316,1316,Wotan em Wireless,Tecnologia,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,Consumidores
1317,1317,Waste Watch - Todos de Olho no Desperdício,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Local,Funcionários e Empresas
1318,1318,SBTi (Science Based Targets Initiative),Sustentabilidade,Sustentabilidade,Ambiental,Em andamento,Local,Consumidores
1319,1319,Projeto de Implantação de Sistemas de Captação de Água de Chuva em Residências Urbanas,Meio Ambiente,Meio Ambiente,Ambiental,Em andamento,Local,Consumidores e Empresas
1320,1320,CRISPR em Terapia de Câncer,Científico,Ciência e Pesquisa,Social,Em andamento,Nacional,Consumidores e Empresas
1321,1321,Ações de Promoção da Saúde Mental em Asilos,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,População
1322,1322,FLORA (Formação Local e Oportunidades para Revitalização Ambiental),Educação,Educação,"Ambiental, Social",Em planejamento,Nacional,Consumidores e Empresas
1323,1323,TectônicaTopázio,Geologia,Ciência e Pesquisa,Científico,Em andamento,Local,Funcionários
1324,1324,Programa de Igualdade na Walmart,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários
1325,1325,Estudos de Dinâmica de Populações em Ecologia,"Ciência, Educação",Ciência e Pesquisa,Científico,Em planejamento,Local,Empresas
1326,1326,Iniciativa de Genômica de Precisão,Genética,Ciência e Pesquisa,Científico,Em planejamento,Nacional,Funcionários e Empresas
1327,1327,TransformaEducação,Educação,Educação,Social,Em andamento,Local,Funcionários
1328,1328,Hidrogênio Verde,Energia,Energia e Recursos,Ambiental,Em andamento,Nacional,Empresas
1329,1329,Viver Bem,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários
1330,1330,GreenEdu: Educação Verde,Educação Ambiental,Educação e Meio Ambiente,"Ambiental, Social",Em planejamento,Nacional,Funcionários e Empresas
1331,1331,Programa de Capacitação em Tecnologia para Pessoas em Situação de Vulnerabilidade,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,Empresas
1332,1332,Rede de Realizações,TI,Tecnologia e Informação,"Econômico, Científico",Em planejamento,Nacional,População
1333,1333,VirtualVermelha,Realidade Virtual,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
1334,1334,CidadeCíclica,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Ambiental, Social",Em planejamento,Nacional,Funcionários e Empresas
1335,1335,"LÍDER (Liderança, Inovação, Desenvolvimento, Educação e Resiliência)",Educação,Educação,"Social, Econômico",Em planejamento,Local,Consumidores e Empresas
1336,1336,Vórtice de Soluções,Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Local,Consumidores e Empresas
1337,1337,Incentivo ao estilo de vida saudável,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Empresas
1338,1338,Ações de Felicidade na Pharmavida,Saúde,Saúde e Bem-estar,Social,Em andamento,Nacional,População
1339,1339,Bem-estar na Busca,Saúde Mental,Saúde e Bem-estar,Social,Em planejamento,Nacional,Funcionários e Empresas
1340,1340,AMAR (Ações para Melhorar e Acolher Refugiados),Social,Serviços Sociais,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
1341,1341,Programa de Mentoria para Empreendedores Sociais,Educação,Educação,"Social, Econômico",Em andamento,Local,Funcionários e Empresas
1342,1342,DataDriven Decisions,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,Empresas
1343,1343,Programa de Capacitação em Tecnologia para Pessoas em Situação de Rua,"Educação, Tecnologia",Educação,Social,Em andamento,Nacional,Funcionários e Empresas
1344,1344,Wave Forward,Educação,Educação,"Social, Científico",Em andamento,Nacional,Funcionários
1345,1345,EcoCommute,Transporte Sustentável,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1346,1346,TransformaNegócios,Empreendedorismo,Empreendedorismo e Inovação,"Econômico, Social",Em andamento,Local,População
1347,1347,Tech for Good: Empowering Communities through Technology,"Tecnologia, Social",Tecnologia e Inovação,Social,Em planejamento,Nacional,Empresas
1348,1348,Iniciativa de Igualdade na Google,Social,Serviços Sociais,Social,Em andamento,Local,Empresas
1349,1349,Xenofonte Xadrez,Educação,Educação,"Social, Cognitivo",Em planejamento,Local,"Consumidores, Empresas e Governo"
1350,1350,Como Podemos Ajudar?,Filantropia,Serviços Sociais,Social,Em planejamento,Local,Empresas
1351,1351,Estudos de Gestão da Diversidade,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários e Empresas
1352,1352,Saúde Mental,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,Funcionários e Empresas
1353,1353,Projeto de Gestão do Conhecimento,Educação,Educação,"Social, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1354,1354,ConexãoSaúde,Saúde,Saúde e Bem-estar,Social,Em andamento,Local,Funcionários e Empresas
1355,1355,Semente da Vida,Saúde,Saúde e Bem-estar,"Social, Científico",Em andamento,Local,Consumidores e Empresas
1356,1356,Como Funciona Isso?,Educação,Educação,"Social, Científico",Em andamento,Local,Consumidores e Empresas
1357,1357,EmpreendeDigital,Empreendedorismo Tecnológico,Tecnologia e Inovação,"Econômico, Social",Em planejamento,Nacional,Funcionários
1358,1358,Iniciativa Nova Visão,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Funcionários
1359,1359,MotivaMundo,Educação,Educação,Social,Em andamento,Local,População
1360,1360,PromoveInovação,Fomento à Inovação,Empreendedorismo e Inovação,"Econômico, Científico",Em andamento,Local,Consumidores
1361,1361,Babel Biotech,Biotecnologia,Engenharia,"Científico, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1362,1362,GreenTransit,Transporte,Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Consumidores e Empresas
1363,1363,Walhalla Wellness,Saúde,Saúde e Bem-estar,"Social, Bem-estar",Em andamento,Nacional,Consumidores e Empresas
1364,1364,EmpowerHer: Apoio às Mulheres nas Áreas de STEM,Educação em STEM,Tecnologia e Educação,Social,Em andamento,Nacional,Consumidores e Empresas
1365,1365,Prisma do Potencial,Educação,Educação,"Social, Científico",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1366,1366,AI Insights,Inteligência Artificial,Tecnologia e Dados,Científico,Em andamento,Local,Funcionários
1367,1367,Por Que o Futuro Importa?,Educação,Educação,Social,Em planejamento,Local,População
1368,1368,EcoRoute Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,População
1369,1369,EmpowerHer: Programa de Bolsas para Mulheres em STEM,Educação em STEM,Tecnologia e Educação,Social,Em andamento,Local,Funcionários
1370,1370,EcoTrans Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Consumidores
1371,1371,Xerxes Xenofilia,Cultural,Arte e Cultura,"Cultural, Social",Em planejamento,Nacional,Consumidores
1372,1372,Parceria com Escolas para Criação de Horta Vertical em Ambientes Urbanos,"Educação, Agricultura",Educação,"Ambiental, Social",Em andamento,Local,Funcionários e Empresas
1373,1373,SÁBIO (Soluções Avançadas para Bem-estar Integral e Oportunidade),Saúde,Saúde e Bem-estar,"Social, Econômico",Em andamento,Local,Consumidores
1374,1374,"FALA (Formação, Aprendizagem e Liberdade de Ação)",Educação,Educação,Social,Em andamento,Local,População
1375,1375,CICLO (Capacitação Integrada para Conservação e Liderança Organizada),Educação,Educação,"Ambiental, Social",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1376,1376,MOVE (Mobilização Organizada para a Valorização do Espaço),Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Social, Ambiental",Em andamento,Local,Funcionários e Empresas
1377,1377,Programa Elevate,Desenvolvimento Pessoal,Educação,Social,Em andamento,Local,Consumidores e Empresas
1378,1378,EduGreen: Educação Verde,Educação Ambiental,Educação e Meio Ambiente,"Ambiental, Social",Em andamento,Local,Consumidores
1379,1379,Inovação na Cultura Organizacional,Educação,Educação,Econômico,Em planejamento,Local,Funcionários e Empresas
